#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FBP1	HKDC1	9606.ENSP00000408025	9606.ENSP00000346643	0	0	0	0	0.108	0	0.900	0.358	0.937
FBP1	PFKFB2	9606.ENSP00000408025	9606.ENSP00000356047	0	0	0	0	0.086	0	0.932	0.477	0.964
FBP1	TKTL1	9606.ENSP00000408025	9606.ENSP00000358931	0.102	0	0	0	0.296	0	0.942	0.500	0.979
FBP1	PGM1	9606.ENSP00000408025	9606.ENSP00000360124	0	0	0	0	0.106	0	0	0.465	0.502
FBP1	PGK1	9606.ENSP00000408025	9606.ENSP00000362413	0.081	0	0	0	0.123	0	0	0.568	0.622
FBP1	PFKFB1	9606.ENSP00000408025	9606.ENSP00000364145	0	0	0	0	0.086	0	0.932	0.497	0.966
FBP1	FBP2	9606.ENSP00000408025	9606.ENSP00000364486	0	0	0.051	0.978	0	0.835	0.900	0.059	0.983
FBP1	G6PC2	9606.ENSP00000408025	9606.ENSP00000364512	0	0	0	0	0.109	0	0	0.622	0.649
FBP1	PFKP	9606.ENSP00000408025	9606.ENSP00000370517	0.091	0	0	0	0.053	0	0.942	0.660	0.980
FBP1	PGM2	9606.ENSP00000408025	9606.ENSP00000371393	0.058	0	0	0	0.058	0.097	0.438	0.335	0.646
FBP1	PDK1	9606.ENSP00000408025	9606.ENSP00000376352	0	0	0	0	0.103	0	0	0.426	0.463
FBP1	G6PD	9606.ENSP00000408025	9606.ENSP00000377192	0.110	0	0	0	0.110	0	0	0.573	0.632
FBP1	GAPDH	9606.ENSP00000408025	9606.ENSP00000380070	0.102	0	0	0	0.291	0	0	0.524	0.671
FBP1	GCG	9606.ENSP00000408025	9606.ENSP00000387662	0	0	0	0	0.055	0	0	0.501	0.508
FBP1	GPI	9606.ENSP00000408025	9606.ENSP00000405573	0	0	0	0	0.130	0	0.978	0.623	0.992
FBP1	H6PD	9606.ENSP00000408025	9606.ENSP00000473348	0.110	0	0	0	0.125	0	0	0.592	0.655
FBP1	PC	9606.ENSP00000408025	9606.ENSP00000498994	0	0	0	0	0.055	0	0	0.714	0.719
FBP1	HK1	9606.ENSP00000408025	9606.ENSP00000494664	0	0	0	0	0.108	0	0.900	0.484	0.950
FBP1	PFKM	9606.ENSP00000408025	9606.ENSP00000496597	0.091	0	0	0	0.047	0	0.942	0.700	0.983
FBP2	TIGAR	9606.ENSP00000364486	9606.ENSP00000179259	0	0	0	0	0.103	0	0.900	0.581	0.959
FBP2	SLC25A1	9606.ENSP00000364486	9606.ENSP00000215882	0	0	0	0	0.393	0	0	0.081	0.418
FBP2	PCK2	9606.ENSP00000364486	9606.ENSP00000216780	0	0	0	0	0.099	0	0	0.484	0.516
FBP2	GAPDHS	9606.ENSP00000364486	9606.ENSP00000222286	0.102	0	0	0	0.257	0	0	0.281	0.478
FBP2	GCK	9606.ENSP00000364486	9606.ENSP00000223366	0	0	0	0	0.119	0	0	0.504	0.544
FBP2	TPI1	9606.ENSP00000364486	9606.ENSP00000229270	0.101	0	0	0	0.197	0	0	0.568	0.661
FBP2	G6PC	9606.ENSP00000364486	9606.ENSP00000253801	0	0	0	0	0.109	0	0	0.565	0.596
FBP2	G6PC3	9606.ENSP00000364486	9606.ENSP00000269097	0	0	0	0	0.109	0	0	0.565	0.595
FBP2	PFKL	9606.ENSP00000364486	9606.ENSP00000269848	0.091	0	0	0	0	0	0.942	0.609	0.977
FBP2	HK2	9606.ENSP00000364486	9606.ENSP00000290573	0	0	0	0	0.108	0	0.900	0.356	0.937
FBP2	HK3	9606.ENSP00000364486	9606.ENSP00000292432	0	0	0	0	0.108	0	0.900	0.301	0.932
FBP2	PGAM2	9606.ENSP00000364486	9606.ENSP00000297283	0	0	0	0	0.166	0	0	0.494	0.560
FBP2	PGM2L1	9606.ENSP00000364486	9606.ENSP00000298198	0.058	0	0	0	0.051	0.097	0.438	0.204	0.573
FBP2	PGK2	9606.ENSP00000364486	9606.ENSP00000305995	0.081	0	0	0	0.112	0	0	0.445	0.508
FBP2	PDHB	9606.ENSP00000364486	9606.ENSP00000307241	0	0	0	0	0.095	0	0.585	0.351	0.735
FBP2	PCK1	9606.ENSP00000364486	9606.ENSP00000319814	0	0	0	0	0.099	0	0	0.534	0.563
FBP2	PKM	9606.ENSP00000364486	9606.ENSP00000320171	0.057	0	0	0	0.150	0	0	0.529	0.589
FBP2	MDH2	9606.ENSP00000364486	9606.ENSP00000327070	0	0	0	0	0.210	0.091	0	0.539	0.640
FBP2	HKDC1	9606.ENSP00000364486	9606.ENSP00000346643	0	0	0	0	0.108	0	0.900	0.289	0.931
FBP2	PFKFB2	9606.ENSP00000364486	9606.ENSP00000356047	0	0	0	0	0.086	0	0.932	0.708	0.980
FBP2	TKTL1	9606.ENSP00000364486	9606.ENSP00000358931	0.102	0	0	0	0.296	0	0.942	0.420	0.976
FBP2	PGK1	9606.ENSP00000364486	9606.ENSP00000362413	0.081	0	0	0	0.111	0	0	0.435	0.498
FBP2	PFKFB1	9606.ENSP00000364486	9606.ENSP00000364145	0	0	0	0	0.104	0	0.932	0.633	0.975
FBP2	GAPDH	9606.ENSP00000364486	9606.ENSP00000380070	0.102	0	0	0	0.248	0	0	0.415	0.570
FBP2	PC	9606.ENSP00000364486	9606.ENSP00000498994	0	0	0	0	0	0	0	0.590	0.590
FBP2	PGM2	9606.ENSP00000364486	9606.ENSP00000371393	0.058	0	0	0	0.051	0.097	0.438	0.253	0.599
FBP2	G6PC2	9606.ENSP00000364486	9606.ENSP00000364512	0	0	0	0	0.111	0	0	0.569	0.601
FBP2	G6PD	9606.ENSP00000364486	9606.ENSP00000377192	0.110	0	0	0	0.103	0	0	0.550	0.609
FBP2	H6PD	9606.ENSP00000364486	9606.ENSP00000473348	0.110	0	0	0	0.118	0	0	0.543	0.610
FBP2	HK1	9606.ENSP00000364486	9606.ENSP00000494664	0	0	0	0	0.108	0	0.900	0.299	0.932
FBP2	PFKP	9606.ENSP00000364486	9606.ENSP00000370517	0.091	0	0	0	0	0	0.942	0.607	0.977
FBP2	PFKM	9606.ENSP00000364486	9606.ENSP00000496597	0.091	0	0	0	0	0	0.942	0.702	0.983
FBP2	GPI	9606.ENSP00000364486	9606.ENSP00000405573	0	0	0	0	0.110	0	0.978	0.624	0.992
FOXK1	FOXK2	9606.ENSP00000328720	9606.ENSP00000335677	0	0	0.058	0.930	0.147	0.202	0	0.463	0.609
G6PC	PDK4	9606.ENSP00000253801	9606.ENSP00000005178	0	0	0	0	0.057	0.043	0	0.584	0.592
G6PC	PCK2	9606.ENSP00000253801	9606.ENSP00000216780	0	0	0	0	0.110	0	0	0.923	0.929
G6PC	GCK	9606.ENSP00000253801	9606.ENSP00000223366	0	0	0	0	0.068	0	0.900	0.862	0.986
G6PC	PFKFB1	9606.ENSP00000253801	9606.ENSP00000364145	0	0	0	0	0.053	0	0	0.399	0.407
G6PC	PDK2	9606.ENSP00000253801	9606.ENSP00000420927	0	0	0	0	0.055	0.043	0	0.422	0.432
G6PC	LEPR	9606.ENSP00000253801	9606.ENSP00000330393	0	0	0	0	0	0	0	0.435	0.435
G6PC	TNF	9606.ENSP00000253801	9606.ENSP00000398698	0	0	0	0	0.057	0	0	0.433	0.443
G6PC	PFKL	9606.ENSP00000253801	9606.ENSP00000269848	0	0	0	0	0	0	0	0.448	0.448
G6PC	PKM	9606.ENSP00000253801	9606.ENSP00000320171	0	0	0	0	0.068	0	0	0.444	0.460
G6PC	PRKAA1	9606.ENSP00000253801	9606.ENSP00000346148	0	0	0	0	0.048	0.047	0	0.482	0.489
G6PC	GAPDH	9606.ENSP00000253801	9606.ENSP00000380070	0	0	0	0	0.100	0	0	0.490	0.522
G6PC	LEP	9606.ENSP00000253801	9606.ENSP00000312652	0	0	0	0	0.047	0	0	0.604	0.607
G6PC	IRS2	9606.ENSP00000253801	9606.ENSP00000365016	0	0	0	0	0	0.071	0	0.629	0.640
G6PC	PPARA	9606.ENSP00000253801	9606.ENSP00000385523	0	0	0	0	0.067	0.045	0	0.702	0.712
G6PC	PC	9606.ENSP00000253801	9606.ENSP00000498994	0	0	0	0	0.059	0	0	0.751	0.756
G6PC	PFKM	9606.ENSP00000253801	9606.ENSP00000496597	0	0	0	0	0	0	0	0.781	0.781
G6PC	TKTL1	9606.ENSP00000253801	9606.ENSP00000358931	0	0	0	0	0.055	0.045	0.800	0.257	0.848
G6PC	GCG	9606.ENSP00000253801	9606.ENSP00000387662	0	0	0	0	0.042	0	0	0.859	0.859
G6PC	PPARGC1A	9606.ENSP00000253801	9606.ENSP00000264867	0	0	0	0	0.065	0	0.500	0.772	0.884
G6PC	G6PC2	9606.ENSP00000253801	9606.ENSP00000364512	0	0	0.068	0.943	0.042	0	0.900	0.084	0.907
G6PC	INS	9606.ENSP00000253801	9606.ENSP00000380432	0	0	0	0	0.069	0	0	0.909	0.912
G6PC	GALM	9606.ENSP00000253801	9606.ENSP00000272252	0	0	0	0	0.042	0	0.907	0.106	0.913
G6PC	G6PC3	9606.ENSP00000253801	9606.ENSP00000269097	0	0	0.105	0.845	0	0	0.900	0.147	0.917
G6PC	PGM2	9606.ENSP00000253801	9606.ENSP00000371393	0	0	0	0	0	0	0.900	0.208	0.917
G6PC	GPI	9606.ENSP00000253801	9606.ENSP00000405573	0	0	0	0	0.057	0	0.900	0.414	0.939
G6PC	HK1	9606.ENSP00000253801	9606.ENSP00000494664	0	0	0	0	0.068	0	0.900	0.421	0.941
G6PC	PCK1	9606.ENSP00000253801	9606.ENSP00000319814	0	0	0	0	0.238	0	0	0.926	0.941
G6PC	G6PD	9606.ENSP00000253801	9606.ENSP00000377192	0	0	0	0	0.089	0	0.800	0.711	0.942
G6PC	H6PD	9606.ENSP00000253801	9606.ENSP00000473348	0	0	0	0	0.074	0	0.800	0.729	0.945
G6PC	HKDC1	9606.ENSP00000253801	9606.ENSP00000346643	0	0	0	0	0.068	0	0.900	0.473	0.946
G6PC	HK2	9606.ENSP00000253801	9606.ENSP00000290573	0	0	0	0	0.068	0	0.900	0.483	0.947
G6PC	HK3	9606.ENSP00000253801	9606.ENSP00000292432	0	0	0	0	0.068	0	0.900	0.506	0.949
G6PC	SLC37A4	9606.ENSP00000253801	9606.ENSP00000476176	0	0	0	0	0.118	0	0	0.971	0.973
G6PC2	PDK4	9606.ENSP00000364512	9606.ENSP00000005178	0	0	0	0	0.055	0.043	0	0.457	0.466
G6PC2	PCK2	9606.ENSP00000364512	9606.ENSP00000216780	0	0	0	0	0.110	0	0	0.757	0.775
G6PC2	GCK	9606.ENSP00000364512	9606.ENSP00000223366	0	0	0	0	0.068	0	0.900	0.893	0.989
G6PC2	PPARGC1A	9606.ENSP00000364512	9606.ENSP00000264867	0	0	0	0	0.051	0	0	0.670	0.673
G6PC2	G6PC3	9606.ENSP00000364512	9606.ENSP00000269097	0	0	0.093	0.846	0	0	0.900	0.121	0.913
G6PC2	GALM	9606.ENSP00000364512	9606.ENSP00000272252	0	0	0	0	0	0	0.907	0.055	0.908
G6PC2	HK2	9606.ENSP00000364512	9606.ENSP00000290573	0	0	0	0	0.068	0	0.900	0.424	0.941
G6PC2	HK3	9606.ENSP00000364512	9606.ENSP00000292432	0	0	0	0	0.068	0	0.900	0.444	0.943
G6PC2	LEP	9606.ENSP00000364512	9606.ENSP00000312652	0	0	0	0	0	0	0	0.557	0.557
G6PC2	PCK1	9606.ENSP00000364512	9606.ENSP00000319814	0	0	0	0	0.110	0	0	0.801	0.816
G6PC2	LEPR	9606.ENSP00000364512	9606.ENSP00000330393	0	0	0	0	0	0	0	0.444	0.444
G6PC2	PRKAA1	9606.ENSP00000364512	9606.ENSP00000346148	0	0	0	0	0.048	0.047	0	0.465	0.472
G6PC2	HKDC1	9606.ENSP00000364512	9606.ENSP00000346643	0	0	0	0	0.068	0	0.900	0.435	0.942
G6PC2	TKTL1	9606.ENSP00000364512	9606.ENSP00000358931	0	0	0	0	0.055	0.045	0.800	0.235	0.843
G6PC2	GAPDH	9606.ENSP00000364512	9606.ENSP00000380070	0	0	0	0	0.100	0	0	0.374	0.412
G6PC2	PFKM	9606.ENSP00000364512	9606.ENSP00000496597	0	0	0	0	0	0	0	0.422	0.422
G6PC2	IRS2	9606.ENSP00000364512	9606.ENSP00000365016	0	0	0	0	0	0.071	0	0.565	0.579
G6PC2	PPARA	9606.ENSP00000364512	9606.ENSP00000385523	0	0	0	0	0	0.045	0	0.609	0.610
G6PC2	PC	9606.ENSP00000364512	9606.ENSP00000498994	0	0	0	0	0.058	0	0	0.731	0.736
G6PC2	SLC37A4	9606.ENSP00000364512	9606.ENSP00000476176	0	0	0	0	0.104	0	0	0.824	0.836
G6PC2	GCG	9606.ENSP00000364512	9606.ENSP00000387662	0	0	0	0	0.086	0	0	0.832	0.839
G6PC2	PGM2	9606.ENSP00000364512	9606.ENSP00000371393	0	0	0	0	0	0	0.900	0.061	0.902
G6PC2	INS	9606.ENSP00000364512	9606.ENSP00000380432	0	0	0	0	0.158	0	0	0.898	0.910
G6PC2	GPI	9606.ENSP00000364512	9606.ENSP00000405573	0	0	0	0	0.057	0	0.900	0.365	0.934
G6PC2	H6PD	9606.ENSP00000364512	9606.ENSP00000473348	0	0	0	0	0.074	0	0.800	0.713	0.942
G6PC2	HK1	9606.ENSP00000364512	9606.ENSP00000494664	0	0	0	0	0.068	0	0.900	0.431	0.942
G6PC2	G6PD	9606.ENSP00000364512	9606.ENSP00000377192	0	0	0	0	0.089	0	0.800	0.710	0.942
G6PC3	PDK4	9606.ENSP00000269097	9606.ENSP00000005178	0	0	0	0	0.055	0.043	0	0.459	0.468
G6PC3	PCK2	9606.ENSP00000269097	9606.ENSP00000216780	0	0	0	0	0.113	0	0	0.757	0.776
G6PC3	GCK	9606.ENSP00000269097	9606.ENSP00000223366	0	0	0	0	0.068	0	0.900	0.836	0.983
G6PC3	PPARGC1A	9606.ENSP00000269097	9606.ENSP00000264867	0	0	0	0	0.051	0	0	0.663	0.667
G6PC3	PGM1	9606.ENSP00000269097	9606.ENSP00000360124	0	0	0	0	0	0	0	0.401	0.401
G6PC3	GAPDH	9606.ENSP00000269097	9606.ENSP00000380070	0	0	0	0	0.116	0	0	0.388	0.436
G6PC3	PFKM	9606.ENSP00000269097	9606.ENSP00000496597	0	0	0	0	0.049	0	0	0.431	0.436
G6PC3	PRKAA1	9606.ENSP00000269097	9606.ENSP00000346148	0	0	0	0	0.048	0.047	0	0.459	0.466
G6PC3	LEPR	9606.ENSP00000269097	9606.ENSP00000330393	0	0	0	0	0	0	0	0.541	0.541
G6PC3	LEP	9606.ENSP00000269097	9606.ENSP00000312652	0	0	0	0	0	0	0	0.547	0.547
G6PC3	IRS2	9606.ENSP00000269097	9606.ENSP00000365016	0	0	0	0	0	0.071	0	0.566	0.580
G6PC3	PPARA	9606.ENSP00000269097	9606.ENSP00000385523	0	0	0	0	0	0.045	0	0.605	0.607
G6PC3	PC	9606.ENSP00000269097	9606.ENSP00000498994	0	0	0	0	0.072	0	0	0.734	0.743
G6PC3	GCG	9606.ENSP00000269097	9606.ENSP00000387662	0	0	0	0	0	0	0	0.808	0.808
G6PC3	PCK1	9606.ENSP00000269097	9606.ENSP00000319814	0	0	0	0	0.110	0	0	0.803	0.817
G6PC3	TKTL1	9606.ENSP00000269097	9606.ENSP00000358931	0	0	0	0	0.055	0.045	0.800	0.256	0.847
G6PC3	INS	9606.ENSP00000269097	9606.ENSP00000380432	0	0	0	0	0.052	0	0	0.866	0.868
G6PC3	SLC37A4	9606.ENSP00000269097	9606.ENSP00000476176	0	0	0	0	0.107	0	0	0.892	0.900
G6PC3	PGM2	9606.ENSP00000269097	9606.ENSP00000371393	0	0	0	0	0	0	0.900	0.107	0.906
G6PC3	GALM	9606.ENSP00000269097	9606.ENSP00000272252	0	0	0	0	0	0	0.907	0.168	0.919
G6PC3	GPI	9606.ENSP00000269097	9606.ENSP00000405573	0	0	0	0	0.064	0	0.900	0.385	0.937
G6PC3	G6PD	9606.ENSP00000269097	9606.ENSP00000377192	0	0	0	0	0.103	0	0.800	0.712	0.943
G6PC3	HK1	9606.ENSP00000269097	9606.ENSP00000494664	0	0	0	0	0.068	0	0.900	0.440	0.943
G6PC3	HKDC1	9606.ENSP00000269097	9606.ENSP00000346643	0	0	0	0	0.068	0	0.900	0.462	0.945
G6PC3	H6PD	9606.ENSP00000269097	9606.ENSP00000473348	0	0	0	0	0.074	0	0.800	0.728	0.945
G6PC3	HK2	9606.ENSP00000269097	9606.ENSP00000290573	0	0	0	0	0.068	0	0.900	0.468	0.946
G6PC3	HK3	9606.ENSP00000269097	9606.ENSP00000292432	0	0	0	0	0.068	0	0.900	0.507	0.950
G6PD	PDK4	9606.ENSP00000377192	9606.ENSP00000005178	0.045	0	0	0	0.054	0.094	0	0.353	0.400
G6PD	TIGAR	9606.ENSP00000377192	9606.ENSP00000179259	0.042	0	0	0	0.067	0.067	0	0.634	0.654
G6PD	PCK2	9606.ENSP00000377192	9606.ENSP00000216780	0	0	0	0	0.114	0	0	0.538	0.573
G6PD	GAPDHS	9606.ENSP00000377192	9606.ENSP00000222286	0.069	0	0	0	0.321	0.090	0.800	0.316	0.907
G6PD	GCK	9606.ENSP00000377192	9606.ENSP00000223366	0	0	0	0	0.086	0	0.830	0.806	0.967
G6PD	TPI1	9606.ENSP00000377192	9606.ENSP00000229270	0	0	0	0	0.094	0	0.800	0.708	0.942
G6PD	SORD	9606.ENSP00000377192	9606.ENSP00000267814	0.057	0	0	0	0.108	0	0	0.548	0.587
G6PD	TP53	9606.ENSP00000377192	9606.ENSP00000269305	0	0	0	0	0.049	0	0.900	0.868	0.986
G6PD	PFKL	9606.ENSP00000377192	9606.ENSP00000269848	0	0	0	0	0.072	0	0	0.561	0.575
G6PD	GALM	9606.ENSP00000377192	9606.ENSP00000272252	0.117	0	0	0	0.057	0	0	0.374	0.434
G6PD	HK2	9606.ENSP00000377192	9606.ENSP00000290573	0	0	0	0	0.110	0	0.830	0.666	0.945
G6PD	HK3	9606.ENSP00000377192	9606.ENSP00000292432	0	0	0	0	0.118	0	0.830	0.627	0.939
G6PD	PDHA2	9606.ENSP00000377192	9606.ENSP00000295266	0	0	0	0	0.193	0.073	0.800	0.247	0.872
G6PD	PGAM2	9606.ENSP00000377192	9606.ENSP00000297283	0.042	0	0	0	0.067	0.067	0.800	0.323	0.866
G6PD	PGM2L1	9606.ENSP00000377192	9606.ENSP00000298198	0	0	0	0	0.104	0	0.179	0.261	0.409
G6PD	GPD1	9606.ENSP00000377192	9606.ENSP00000301149	0	0	0	0	0.104	0	0	0.396	0.436
G6PD	PGK2	9606.ENSP00000377192	9606.ENSP00000305995	0	0	0	0	0.059	0	0	0.637	0.644
G6PD	PDHB	9606.ENSP00000377192	9606.ENSP00000307241	0	0	0	0	0.042	0	0.800	0.417	0.878
G6PD	PCK1	9606.ENSP00000377192	9606.ENSP00000319814	0	0	0	0	0.090	0	0	0.505	0.530
G6PD	PKM	9606.ENSP00000377192	9606.ENSP00000320171	0.094	0	0	0	0.170	0	0.800	0.655	0.941
G6PD	MDH2	9606.ENSP00000377192	9606.ENSP00000327070	0	0	0	0	0.144	0	0	0.641	0.680
G6PD	HKDC1	9606.ENSP00000377192	9606.ENSP00000346643	0	0	0	0	0.086	0	0.830	0.573	0.927
G6PD	PFKFB2	9606.ENSP00000377192	9606.ENSP00000356047	0.050	0	0	0	0.073	0	0	0.418	0.442
G6PD	TKTL1	9606.ENSP00000377192	9606.ENSP00000358931	0.102	0	0	0	0.307	0.189	0	0.813	0.893
G6PD	PGM1	9606.ENSP00000377192	9606.ENSP00000360124	0.111	0	0	0	0.119	0.190	0	0.493	0.635
G6PD	PGK1	9606.ENSP00000377192	9606.ENSP00000362413	0	0	0	0	0.080	0	0	0.749	0.759
G6PD	PFKFB1	9606.ENSP00000377192	9606.ENSP00000364145	0.050	0	0	0	0.081	0	0	0.419	0.449
G6PD	PDHA1	9606.ENSP00000377192	9606.ENSP00000369134	0	0	0	0	0.205	0.073	0	0.449	0.559
G6PD	PFKP	9606.ENSP00000377192	9606.ENSP00000370517	0	0	0	0	0.072	0	0	0.524	0.539
G6PD	PGM2	9606.ENSP00000377192	9606.ENSP00000371393	0	0	0	0	0.123	0	0.828	0.422	0.905
G6PD	PDK1	9606.ENSP00000377192	9606.ENSP00000376352	0.045	0	0	0	0.054	0.094	0	0.474	0.513
G6PD	PPARA	9606.ENSP00000377192	9606.ENSP00000385523	0	0	0	0	0.085	0	0	0.387	0.415
G6PD	PDK2	9606.ENSP00000377192	9606.ENSP00000420927	0.045	0	0	0	0.054	0.094	0	0.424	0.465
G6PD	TNF	9606.ENSP00000377192	9606.ENSP00000398698	0	0	0	0	0.103	0.324	0	0.403	0.606
G6PD	INS	9606.ENSP00000377192	9606.ENSP00000380432	0	0	0	0	0	0.096	0	0.624	0.646
G6PD	PFKM	9606.ENSP00000377192	9606.ENSP00000496597	0	0	0	0	0.042	0	0	0.679	0.680
G6PD	PC	9606.ENSP00000377192	9606.ENSP00000498994	0	0	0	0	0.091	0	0	0.784	0.795
G6PD	HK1	9606.ENSP00000377192	9606.ENSP00000494664	0	0	0	0	0.110	0	0.830	0.619	0.937
G6PD	GAPDH	9606.ENSP00000377192	9606.ENSP00000380070	0.069	0	0	0	0.323	0.090	0.800	0.783	0.970
G6PD	H6PD	9606.ENSP00000377192	9606.ENSP00000473348	0.095	0	0.158	0.761	0.402	0	0.955	0.405	0.985
G6PD	GPI	9606.ENSP00000377192	9606.ENSP00000405573	0.120	0	0	0	0.524	0	0.978	0.971	0.999
GAA	HK2	9606.ENSP00000305692	9606.ENSP00000290573	0	0	0	0	0.063	0	0.907	0.080	0.913
GAA	HK3	9606.ENSP00000305692	9606.ENSP00000292432	0	0	0	0	0.097	0	0.907	0.069	0.915
GAA	HKDC1	9606.ENSP00000305692	9606.ENSP00000346643	0	0	0	0	0.056	0	0.907	0.069	0.911
GAA	HK1	9606.ENSP00000305692	9606.ENSP00000494664	0	0	0	0	0.063	0	0.907	0.069	0.912
GALM	GAPDHS	9606.ENSP00000272252	9606.ENSP00000222286	0.083	0	0	0	0.055	0	0	0.406	0.441
GALM	GCK	9606.ENSP00000272252	9606.ENSP00000223366	0	0	0	0	0.051	0	0.900	0.259	0.923
GALM	TPI1	9606.ENSP00000272252	9606.ENSP00000229270	0.045	0	0	0	0.044	0	0	0.560	0.563
GALM	SORD	9606.ENSP00000272252	9606.ENSP00000267814	0.104	0	0	0	0.126	0	0	0.460	0.540
GALM	TKTL1	9606.ENSP00000272252	9606.ENSP00000358931	0.114	0	0	0	0.126	0	0	0.335	0.440
GALM	GAPDH	9606.ENSP00000272252	9606.ENSP00000380070	0.083	0	0	0	0.055	0	0	0.420	0.454
GALM	PGAM2	9606.ENSP00000272252	9606.ENSP00000297283	0.042	0	0	0	0.056	0	0	0.451	0.460
GALM	PGK1	9606.ENSP00000272252	9606.ENSP00000362413	0	0	0	0	0.044	0	0	0.474	0.475
GALM	PGK2	9606.ENSP00000272252	9606.ENSP00000305995	0	0	0	0	0	0	0	0.480	0.480
GALM	PFKM	9606.ENSP00000272252	9606.ENSP00000496597	0.046	0	0	0	0.051	0	0	0.492	0.500
GALM	PDHB	9606.ENSP00000272252	9606.ENSP00000307241	0	0	0	0	0.114	0	0	0.507	0.545
GALM	PGM1	9606.ENSP00000272252	9606.ENSP00000360124	0	0	0	0	0.111	0	0	0.517	0.553
GALM	H6PD	9606.ENSP00000272252	9606.ENSP00000473348	0.282	0	0	0	0.078	0	0	0.437	0.595
GALM	GPI	9606.ENSP00000272252	9606.ENSP00000405573	0.041	0	0	0	0.042	0	0	0.616	0.617
GALM	HKDC1	9606.ENSP00000272252	9606.ENSP00000346643	0	0	0	0	0.053	0	0.900	0.145	0.912
GALM	HK1	9606.ENSP00000272252	9606.ENSP00000494664	0	0	0	0	0.053	0	0.900	0.164	0.914
GALM	HK2	9606.ENSP00000272252	9606.ENSP00000290573	0	0	0	0	0.051	0	0.900	0.209	0.918
GALM	HK3	9606.ENSP00000272252	9606.ENSP00000292432	0	0	0	0	0.052	0	0.900	0.287	0.926
GAPDH	PDK4	9606.ENSP00000380070	9606.ENSP00000005178	0	0	0	0	0.132	0.134	0	0.514	0.603
GAPDH	TIGAR	9606.ENSP00000380070	9606.ENSP00000179259	0.041	0	0	0	0.315	0.045	0.170	0.412	0.638
GAPDH	PCK2	9606.ENSP00000380070	9606.ENSP00000216780	0	0.079	0	0	0.078	0	0	0.538	0.574
GAPDH	GAPDHS	9606.ENSP00000380070	9606.ENSP00000222286	0	0	0.055	0.971	0	0.365	0.900	0.065	0.936
GAPDH	GCK	9606.ENSP00000380070	9606.ENSP00000223366	0	0	0	0	0.086	0	0	0.494	0.518
GAPDH	TPI1	9606.ENSP00000380070	9606.ENSP00000229270	0.115	0.887	0	0	0.924	0.712	0.978	0.950	0.999
GAPDH	MAPK14	9606.ENSP00000380070	9606.ENSP00000229795	0	0	0	0	0.056	0.077	0	0.566	0.589
GAPDH	PER2	9606.ENSP00000380070	9606.ENSP00000254657	0	0	0	0	0	0	0	0.446	0.446
GAPDH	KAT2B	9606.ENSP00000380070	9606.ENSP00000263754	0	0	0	0	0	0.089	0	0.391	0.421
GAPDH	PIK3CA	9606.ENSP00000380070	9606.ENSP00000263967	0	0	0	0	0	0	0	0.677	0.677
GAPDH	PPARGC1A	9606.ENSP00000380070	9606.ENSP00000264867	0	0	0	0	0	0	0	0.678	0.678
GAPDH	SORD	9606.ENSP00000380070	9606.ENSP00000267814	0	0	0	0	0.153	0	0	0.504	0.562
GAPDH	TP53	9606.ENSP00000380070	9606.ENSP00000269305	0	0	0	0	0.043	0.364	0	0.827	0.886
GAPDH	PFKL	9606.ENSP00000380070	9606.ENSP00000269848	0.091	0	0	0	0.371	0	0	0.560	0.726
GAPDH	HK2	9606.ENSP00000380070	9606.ENSP00000290573	0	0	0	0	0.106	0	0	0.639	0.663
GAPDH	LRP5	9606.ENSP00000380070	9606.ENSP00000294304	0	0	0	0	0	0	0	0.467	0.467
GAPDH	PDHA2	9606.ENSP00000380070	9606.ENSP00000295266	0.059	0	0	0	0.109	0	0	0.342	0.400
GAPDH	PGAM2	9606.ENSP00000380070	9606.ENSP00000297283	0.041	0	0	0	0.375	0.235	0.170	0.471	0.762
GAPDH	GPD1	9606.ENSP00000380070	9606.ENSP00000301149	0	0	0	0	0.102	0.130	0	0.507	0.581
GAPDH	PGK2	9606.ENSP00000380070	9606.ENSP00000305995	0.091	0.017	0	0	0.679	0.104	0.942	0.978	0.999
GAPDH	PDHB	9606.ENSP00000380070	9606.ENSP00000307241	0	0	0	0	0.074	0	0.449	0.667	0.815
GAPDH	PPARD	9606.ENSP00000380070	9606.ENSP00000310928	0	0	0	0	0	0.045	0	0.480	0.482
GAPDH	LEP	9606.ENSP00000380070	9606.ENSP00000312652	0	0	0	0	0	0	0	0.612	0.612
GAPDH	PCK1	9606.ENSP00000380070	9606.ENSP00000319814	0	0.080	0	0	0.064	0	0	0.536	0.566
GAPDH	PKM	9606.ENSP00000380070	9606.ENSP00000320171	0.079	0	0	0	0.611	0.363	0	0.830	0.956
GAPDH	MDH2	9606.ENSP00000380070	9606.ENSP00000327070	0.056	0	0	0	0.420	0.205	0	0.720	0.862
GAPDH	LEPR	9606.ENSP00000380070	9606.ENSP00000330393	0	0	0	0	0	0	0	0.422	0.422
GAPDH	PFKFB2	9606.ENSP00000380070	9606.ENSP00000356047	0.057	0.035	0	0	0.042	0	0.287	0.364	0.535
GAPDH	TKTL1	9606.ENSP00000380070	9606.ENSP00000358931	0.091	0	0	0	0.300	0	0.875	0.724	0.975
